X_Start;Y_Start;X_End;Y_End
52.3540687281289;4.971114044626234;52.35658920224283;4.9725699943278805
52.35658920224283;4.9725699943278805;52.36172080691148;4.965980463579563
52.36172080691148;4.965980463579563;52.36858526640459;4.958247136464509
52.36858526640459;4.958247136464509;52.367277564571204;4.958740678864616
52.367277564571204;4.958740678864616;52.366193836013466;4.944839255010867
52.366193836013466;4.944839255010867;52.36600272557907;4.92920519150103
52.36600272557907;4.92920519150103;52.361731419132525;4.915856844359205
52.361731419132525;4.915856844359205;52.358236158096574;4.90140241620293
52.358236158096574;4.90140241620293;52.3600393484652;4.887022233993135
52.3600393484652;4.887022233993135;52.36253674806033;4.873929954986852
52.36253674806033;4.873929954986852;52.35873669292935;4.85915964239697
52.35873669292935;4.85915964239697;52.35808740272893;4.844356349300043
52.35808740272893;4.844356349300043;52.356291204801124;4.8360006972657406
52.356291204801124;4.8360006972657406;52.35624670317322;4.835947615525708
